Item No.,mat_partcode,mat_partname,mat_maker,unit
FM2-B963-000,T18R-V0,Binder,TYTON,pcs
FM2-B963-000,223S 0.19x19 BLACK,Tape,NITTO DENKO,meter
FM2-B964-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
FM2-B964-000,3-353293-2,Connector,TYCO,pcs
FM2-B964-000,223S 0.19x19 BLACK,Tape,NITTO DENKO,meter
RM2-7817-000,UL 10272 AWG26 BLUE,Wire,SHIN DIN CABLE,meter
RM2-7817-000,UL 10272 AWG26 WHITE,Wire,SHIN DIN CABLE,meter
RM2-7817-000,UL 10272 AWG26 BROWN,Wire,SHIN DIN CABLE,meter
RM2-7817-000,2-353293-3 (VS1-7208-003),Housing,TYCO,pcs
RM2-7817-000,LLS227N-B18,Solder Bar,SOLDER COAT,kg
RM2-7819-000,UL 10272 AWG26 RED,Wire,SHIN DIN CABLE,meter
RM2-7819-000,UL 10272 AWG26 WHITE,Wire,SHIN DIN CABLE,meter
RM2-7819-000,UL 10272 AWG26 BROWN,Wire,SHIN DIN CABLE,meter
RM2-7819-000,2-353293-3 (VS1-7208-003),Housing,TYCO,pcs
RM2-7819-000,LLS227N-B18,Solder Bar,SOLDER COAT,kg
RM2-7835-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-7835-000,2-353293-5 (VS1-7208-005),Housing,TYCO,pcs
RM2-7836-000,UL 10272 AWG26 BLUE,Wire,HITACHI,meter
RM2-7836-000,8-292112-2 (VS1-7178-002),Housing,TYCO,pcs
RM2-7836-000,8-292155-2 (VS1-7177-002),Housing,TYCO,pcs
RM2-7842-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-7842-000,8-292112-2 (VS1-7178-002),Housing,TYCO,pcs
RM2-7842-000,8-292155-2 (VS1-7177-002),Housing,TYCO,pcs
RM2-7823-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-7823-000,2-353293-7 (VS1-7208-007),Housing,TYCO,pcs
RM2-7813-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-7813-000,2-353293-7 (VS1-7208-007),Housing,TYCO,pcs
RM2-7963-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-7963-000,8-292112-5,Housing,TYCO,pcs
RM2-7963-000,8-292112-4,Housing,TYCO,pcs
RM2-7997-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-7997-000,8-292112-3,Housing,TYCO,pcs
RM2-7997-000,8-292155-3,Housing,TYCO,pcs
RM2-7811-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-7811-000,3-353293-0,Connector,TYCO,pcs
RM2-7834-000,UL 3610 AWG26 VIOLET P300,Wire,SUMITOMO,meter
RM2-7834-000,8-292112-2 (VS1-7178-002),Housing,TYCO,pcs
RM2-7834-000,8-292155-2 (VS1-7177-002),Housing,TYCO,pcs
RM2-7837-000,UL 10272 AWG26 WHITE,Wire,SHIN DIN CABLE,meter
RM2-7837-000,UL 10272 AWG26 BROWN,Wire,SHIN DIN CABLE,meter
RM2-7837-000,2-353293-2,Connector,TYCO,pcs
RM2-7837-000,LLS227N-B18,Solder Bar,SOLDER COAT,kg
FM1-Y944-000,C-UL 1007 AWG20 BLUE P300,Wire,SUMITOMO,meter
FM1-Y944-000,SPS-01T-110,Terminal,JST,pcs
FM1-Y944-000,SRA-01T-3.2,Terminal,JST,pcs
FM1-Y944-000,PS-110,Sleeve,JST,pcs
RM3-7410-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM3-7410-000,8-292112-2 (VS1-7178-002),Connector,TYCO,pcs
RM3-7421-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM3-7421-000,8-292112-2 (VS1-7178-002),Connector,TYCO,pcs
RM3-7421-000,2-353293-2,Connector,TYCO,pcs
RM2-7961-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-7961-000,3-353293-2,Connector,TYCO,pcs
RM2-7961-000,2-353293-8 (VS1-7208-008),Connector,TYCO,pcs
RM2-7961-000,2-353293-4 (VS1-7208-004),Connector,TYCO,pcs
FM1-X807-000,UL 10272 AWG26 ORANGE,Wire,SHIN DIN CABLE,meter
FM1-X807-000,3-353293-2,Connector,TYCO,pcs
FM1-X807-000,2-353293-8 (VS1-7208-008),Connector,TYCO,pcs
FM1-X807-000,8-292112-3,Housing,TYCO,pcs
FM1-X895-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
FM1-X895-000,3-353293-2,Connector,TYCO,pcs
FM2-J950-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
FM2-J950-000,2-353293-5 (VS1-7208-005),Connector,TYCO,pcs
FM2-J950-000,2-353293-6 (VS1-7208-006),Connector,TYCO,pcs
RM2-7999-000,C-UL 1061 AWG26 VIOLET P300,Wire,SUMITOMO,meter
RM2-7999-000,DF11-2428SCF,Terminal,HIROSE,pcs
RM2-7999-000,DF11-18DS-2C,Housing,HIROSE,pcs
RM2-7999-000,DF11-10DS-2C,Housing,HIROSE,pcs
RM2-7999-000,DF11-6DS-2C,Housing,HIROSE,pcs
RM2-7999-000,T18R,Binder,TYTON,pcs
RM2-7968-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-7968-000,2-353293-7 (VS1-7208-007),Connector,TYCO,pcs
RM2-7969-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-7969-000,8-292112-2 (VS1-7178-002),Connector,TYCO,pcs
RM2-7969-000,SUMITUBE F2(Z) 1.5x0.2 BLACK,Tube,SUMITOMO,meter
RM2-7969-000,1BD007-1154L,Switch,FOXCONN,pcs
RM2-7969-000,GR (U-1) LLS227CN,Solder Wire,SOLDER COAT,kg
RM3-7591-000,UL 10272 AWG26 BLUE,Wire,SHIN DIN CABLE,meter
RM3-7591-000,2-353293-6 (VS1-7208-006),Housing,TYCO,pcs
RM3-7592-000,UL 10272 AWG26 WHITE,Wire,SHIN DIN CABLE,meter
RM3-7592-000,2-353293-4 (VS1-7208-004),Housing,TYCO,pcs
RM3-8091-000,UL 10272 AWG26 RED,Wire,SHIN DIN CABLE,meter
RM3-8091-000,2-353293-6 (VS1-7208-006),Housing,TYCO,pcs
RM2-9328-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-9328-000,2-353293-3 (VS1-7208-003),Housing,TYCO,pcs
RM2-9328-000,CZHR-03V-S,Housing,JST,pcs
RM2-9328-000,SCZH-002T-P0.5,Terminal,JST,pcs
RM2-8574-000,UL 10272 AWG26 WHITE,Wire,SHIN DIN CABLE,meter
RM2-8574-000,UL 10272 AWG26 RED,Wire,SHIN DIN CABLE,meter
RM2-8574-000,2-353293-3 (VS1-7208-003),Housing,TYCO,pcs
RM2-8574-000,LLS227N-B18,Solder Bar,SOLDER COAT,kg
RM2-8564-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-8564-000,2-353293-7 (VS1-7208-007),Housing,TYCO,pcs
RM2-8564-000,2-353293-4 (VS1-7208-004),Housing,TYCO,pcs
RM2-8564-000,2-292215-4,Housing,TYCO,pcs
RM2-8564-000,2-353293-3 (VS1-7208-003),Housing,TYCO,pcs
RM2-8564-000,T18R,Binder,TYTON,pcs
RM2-8562-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-8562-000,2-353293-4 (VS1-7208-004),Housing,TYCO,pcs
RM2-8562-000,2-353293-3 (VS1-7208-003),Housing,TYCO,pcs
RM2-8560-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-8560-000,2-353293-3 (VS1-7208-003),Housing,TYCO,pcs
RM2-8560-000,2-353293-6 (VS1-7208-006),Housing,TYCO,pcs
RM2-8556-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-8556-000,2-353293-3 (VS1-7208-003),Housing,TYCO,pcs
RM2-8940-000,UL 3610 AWG26 VIOLET P300,Wire,SUMITOMO,meter
RM2-8940-000,2-353293-3 (VS1-7208-003),Housing,TYCO,pcs
RM2-8940-000,T18R-V0,Binder,TYTON,pcs
RM2-8555-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-8555-000,2-353293-3 (VS1-7208-003),Housing,TYCO,pcs
RM2-8555-000,2-353293-4 (VS1-7208-004),Housing,TYCO,pcs
RM2-8545-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-8545-000,8-292112-2 (VS1-7178-002),Connector,TYCO,pcs
RM2-8997-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-8997-000,2-353293-5 (VS1-7208-005),Housing,TYCO,pcs
RM2-8997-000,2-353293-3 (VS1-7208-003),Housing,TYCO,pcs
RM2-8997-000,8-292112-2 (VS1-7178-002),Connector,TYCO,pcs
RM2-8997-000,8-292155-2 (VS1-7177-002),Housing,TYCO,pcs
RM2-9041-000,UL 10272 AWG26 GREEN,Wire,HITACHI,meter
RM2-9041-000,2-353293-3 (VS1-7208-003),Housing,TYCO,pcs
RM2-9302-000,UL 10272 AWG26 RED,Wire,SHIN DIN CABLE,meter
RM2-9302-000,2-353293-5 (VS1-7208-005),Housing,TYCO,pcs
RM2-9043-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-9043-000,8-292112-8,Housing,TYCO,pcs
RM2-9043-000,8-292155-8,Housing,TYCO,pcs
RM2-8982-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-8982-000,2-353293-5 (VS1-7208-005),Housing,TYCO,pcs
RM2-8982-000,2-292215-5,Housing,TYCO,pcs
RM2-8583-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-8583-000,2-353293-3 (VS1-7208-003),Housing,TYCO,pcs
RM2-8583-000,0-292215-3,Housing,TYCO,pcs
RM2-8565-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-8565-000,2-353293-3 (VS1-7208-003),Housing,TYCO,pcs
RM2-8573-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-8573-000,2-353293-7 (VS1-7208-007),Connector,TYCO,pcs
RM2-8566-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-8566-000,8-292112-3,Housing,TYCO,pcs
RM2-8566-000,8-292155-3,Housing,TYCO,pcs
RM3-7624-000,UL 10272 AWG26 RED,Wire,SHIN DIN CABLE,meter
RM3-7624-000,2-353293-3 (VS1-7208-003),Housing,TYCO,pcs
RM3-7624-000,8-292112-2 (VS1-7178-002),Connector,TYCO,pcs
RM3-7623-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM3-7623-000,2-353293-3 (VS1-7208-003),Housing,TYCO,pcs
RM3-7623-000,8-292112-2 (VS1-7178-002),Connector,TYCO,pcs
RM3-8537-000,UL 10272 AWG26 GRAY Ø80-SD,Wire,SHIN DIN CABLE,meter
RM3-8537-000,UL 10272 AWG26 GREEN Ø80-SD,Wire,SHIN DIN CABLE,meter
RM3-8537-000,UL 10272 AWG26 BLUE Ø80-SD,Wire,SHIN DIN CABLE,meter
RM3-8537-000,UL 10272 AWG26 BROWN Ø80-SD,Wire,SHIN DIN CABLE,meter
RM3-8537-000,04CZ-6Y YELLOW,Connector,JST,pcs
RM3-8537-000,LLS227N-B18,Solder Bar,SOLDER COAT,kg
RM2-7820-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-7820-000,UL 10272 AWG26 WHITE,Wire,HITACHI,meter
RM2-7820-000,UL 10272 AWG26 BROWN,Wire,HITACHI,meter
RM2-7820-000,03CZ-6Y,Housing ,JST,pcs
RM3-8039-000,UL 10272 AWG26 ORANGE,Wire,Proterial,meter
RM3-8039-000,UL 10272 AWG26 RED,Wire,Proterial,meter
RM3-8039-000,UL 10272 AWG26 WHITE,Wire,Proterial,meter
RM3-8039-000,2-353293-5 (VS1-7208-005),Housing 1,TYCO,pcs
RM3-8039-000,2-353293-3 (VS1-7208-003),Housing 2,TYCO,pcs
RM3-8039-000,LLS227N-B18,Solder Bar,SOLDER COAT,kg
RM3-8038-000,UL 10272 AWG26 ORANGE,Wire,Proterial,meter
RM3-8038-000,3-353293-2,Housing,TYCO,pcs
RM3-8038-000,1-1612257-2,Connector,TYCO,pcs
FM3-E981-000,UL 10272 AWG26 VIOLET,Wire,HITACHI/PROTERIAL/SUMITOMO/SHIN DIN/XINYA,meter
FM3-E981-000,1-173977-2,Housing,TYCO,pcs
FM3-E981-000,9-292112-2,Housing,TYCO,pcs
FM3-E981-000,3-353293-2,Housing,TYCO,pcs
FM3-E981-000,1-353293-2,Housing,TYCO,pcs
FM3-E981-000,RSG-100 V0,Binder,KITAGAWA,pcs
FM3-E981-000,223S 0.19x19 BLACK,Tape,NITTO DENKO,meter
FM3-E979-000,UL 10272 AWG26 BLUE,Wire,HITACHI/PROTERIAL/SUMITOMO/SHIN DIN,meter
FM3-E979-000,UL 2725-SD IPx28AWG+2x28AWG LF,Cable,HITACHI/PROTERIAL,meter
FM3-E979-000,SP2109101 (UL2725 AWG28),Cable,XINYA,meter
FM3-E979-000,353908-5,Housing ,TYCO,pcs
FM3-E979-000,353907-1,Terminal,TYCO,pcs
FM3-E979-000,SUMITUBE F2(Z) 8x0.25 BLACK,Tube,SUMITOMO,meter
FM3-E979-000,T18R-V0,Binder,TYTON,pcs
FM3-E979-000,RSG-100 V0,Binder,KITAGAWA,pcs
FM3-E979-000,LLS227N-B18,Solder Bar,SOLDER COAT,kg
EPPI-PRO,,,,
216768000,ZHR-5,Connector,JST,pcs
216768000,SHLP-05V-S-B,Connector,JST,pcs
216768000,SSHL-003T-P0.2,Terminal,JST,pcs
216768000,UL 1571 AWG28 GREEN P300,Wire,HITACHI,meter
216768000,UL 1571 AWG28 YELLOW P300,Wire,SUMITOMO,meter
216768000,SZH-003T-P0.5,Terminal,JST,pcs
216768000,UL 1571 AWG28 BLACK P300,Wire,HITACHI,meter
216768000,UL 1571 AWG28 WHITE P300,Wire,HITACHI,meter
216768000,UL 1571 AWG28 RED P300,Wire,SUMITOMO,meter
216960100,EHR-3 WHITE,Connector,JST,pcs
216960100,SEH-001T-P0.6,Terminal,JST,pcs
216960100,"UL 2555 24#TS/2F (1007) (R,BK)",Wire,XINYA,meter
216960100,LLS227N-B18,Solder Bar,SOLDER COAT,kg
216960200,50079-8000,Terminal,MOLEX,pcs
216960200,51021-0800,Housing,MOLEX,pcs
216960200,"UL 2734 28#TS/2F (1571) (Y, G)",Wire,XINYA,meter
216960200,"UL 2734 28#TS/6F (1571) (BK,BR,R,O,BL,W)",Wire,XINYA,meter
216960200,LLS227N-B18,Solder Bar,SOLDER COAT,kg
216960300,50079-8000,Terminal,MOLEX,pcs
216960300,51021-0500,Housing,MOLEX,pcs
216960300,"UL 2734 28#TS/2F (1571) (O,BL)",Wire,XINYA,meter
216960300,"UL 2734 28#TS/3F (1571) (BK,BR,R)",Wire,XINYA,meter
216960300,LLS227N-B18,Solder Bar,SOLDER COAT,kg
216960400,C-UL 1007 AWG20 BLACK P300,Wire,SUMITOMO,meter
216960400,LLS227N-B18,Solder Bar,SOLDER COAT,kg
216960600,SZH-002T-P0.5,Terminal,JST,pcs
216960600,ZHR-5,Terminal,JST,pcs
216960600,SHLP-05V-S-B,Terminal,JST,pcs
216960600,SSHL-003T-P0.2,Terminal,JST,pcs
216960600,C-UL 1061 AWG28 GREEN P300,Wire,SUMITOMO,meter
216960600,C-UL 1061 AWG28 YELLOW P300,Wire,HITACHI,meter
216960600,K3T14.00x7.00x8.00,Ferrite Core,FERRICO,pcs
216960600,C-UL 1061 AWG28 BLACK P300,Wire,HITACHI,meter
216960600,C-UL 1061 AWG28 WHITE P300,Wire,HITACHI,meter
216960600,C-UL 1061 AWG28 RED P300,Wire,HITACHI,meter
216961500,SSH-003T-P0.2-H,Terminal,JST,pcs
216961500,UL 1571 AWG30 BLACK P300,Wire,HITACHI,meter
216961500,UL 1571 AWG30 RED P300,Wire,HITACHI,meter
216961500,SHR-06V-S-B,Housing,JST,pcs
216961600,SSH-003T-P0.2-H,Terminal,JST,pcs
216961600,UL 1571 AWG30 BLUE P300,Wire,HITACHI,meter
216961600,UL 1571 AWG30 RED P300,Wire,HITACHI,meter
216961600,SHR-06V-S-B,Housing,JST,pcs
216961700,50058-8000,Terminal,MOLEX,pcs
216961700,51021-0300,Housing,MOLEX,pcs
216961700,K3T14.00x7.00x8.00,Ferrite Core,FERRICO,pcs
216961700,PU SM-55 BLK + NITTO 5000NS,Tape,INOAC,pcs
216961700,UL 1571 AWG28 BLACK P300,Wire,HITACHI,meter
216961700,UL 1571 AWG28 WHITE P300,Wire,HITACHI,meter
216961700,UL 1571 AWG28 RED P300,Wire,SUMITOMO,meter
216961800,SZH-002T-P0.5,Terminal,JST,pcs
216961800,ZHR-2,Housing,JST,pcs
216961800,UL 1571 AWG26 BLACK P300,Wire,HITACHI,meter
216961800,UL 1571 AWG26 RED P300,Wire,HITACHI,meter
216961800,LLS227N-B18,Solder Bar,SOLDER COAT,kg
216961900,51021-0200,Housing,MOLEX,pcs
216961900,50079-8000,Terminal,MOLEX,pcs
216961900,UL 1571 AWG26 BLUE P300,Wire,HITACHI,meter
216961900,UL 1571 AWG26 YELLOW P300,Wire,HITACHI,meter
216961900,LLS227N-B18,Solder Bar,SOLDER COAT,kg
216963600,51021-0600,Housing,MOLEX,pcs
216963600,50079-8000,Terminal,MOLEX,pcs
216963600,UL 3302 AWG26 BLACK P300,Wire,SUMITOMO,meter
216963600,UL 3302 AWG26 BLUE P300,Wire,HITACHI,meter
216963600,UL 3302 AWG26 ORANGE P300,Wire,HITACHI,meter
216963600,UL 3302 AWG26 WHITE P300,Wire,HITACHI,meter
216963600,UL 3302 AWG26 YELLOW P300,Wire,HITACHI,meter
216963600,UL 3302 AWG26 RED P300,Wire,HITACHI,meter
216963600,SHT18R-NA,Binder,TYTON,pcs
216963600,AH-3 AWG6 BLACK,Tube,IWASE,meter
216968200,"UL 2734 30#TS/2F (1571) (R,BL)",Wire,XINYA,meter
216968200,LLS227N-B18,Solder Bar,SOLDER COAT,kg
216968300,C-UL 1007 AWG24 RED P300,Wire,SUMITOMO,meter
216968300,LLS227N-B18,Solder Bar,SOLDER COAT,kg
216968400,C-UL 1007 AWG24 BLACK P300,Wire,SUMITOMO,meter
216968400,LLS227N-B18,Solder Bar,SOLDER COAT,grams
216968500,50079-8000,Terminal,MOLEX,pcs
216968500,51021-0800,Housing,MOLEX,pcs
216968500,"UL 2734 28#TS/2F (1571) (Y, G)",Wire,XINYA,meter
216968500,"UL 2734 28#TS/6F (1571) (BK,BR,R,O,BL,W)",Wire,XINYA,meter
216968500,LLS227N-B18,Solder Bar,ISHIKAWA,grams
216968600,50079-8000,Terminal,MOLEX,pcs
216968600,51021-0500,Housing,MOLEX,pcs
216968600,"UL 2734 28#TS/5F (1571) (BK,BR,R,O,BL)",Wire,XINYA,meter
216968600,LLS227N-B18,Solder Bar,ISHIKAWA,grams
217016600,VHR-3M WHITE,Housing,JST,pcs
217016600,SVH-21T-P1.1,Terminal,JST,pcs
217016600,C-UL 1007 AWG20 WHITE P300,Wire,HITACHI,meter
217016600,C-UL 1007 AWG20 BLACK P300,Wire,HITACHI,meter
217016600,SRT-51T-4FE,Terminal,JST,pcs
217016600,TU-301-SP-SE015-JJ1,AC Inlet,TECX-UNIONS,pcs
217016600,SG-90,Cable Tie,TAKEUCHI,pcs
217016600,K3T14.00x10.00x7.00,Ferrite Core,FERRICO,pcs
217016600,CB-HFT Ø3.5mm BLACK,Tube,CHANGYUAN,meter
217016600,UL 1007 AWG18 GREEN/YELLOW-LTK,Wire,LINOYA,meter
217016600,LLS227N-B18,Solder Bar,SOLDER COAT,kg
217016600,LLS227N-B18,Solder Wire,ISHIKAWA,grams
217016700,XAP-05V-1,Housing,JST,pcs
217016700,SXA-001T-P0.6,Terminal,JST,pcs
217016700,UL 10097 AWG24 WHITE P300,Wire,SUMITOMO,meter
217016700,UL 10097 AWG24 BLUE P300,Wire,SUMITOMO,meter
217016700,UL 10097 AWG24 RED P300,Wire,SUMITOMO,meter
217016700,K3T16.00x10.00x10.00,Ferrite Core,FERRICO,pcs
217016700,UL 10097 AWG24 BLACK P300,Wire,SUMITOMO,meter
217016800,50058-8000,Terminal,MOLEX,pcs
217016800,UL 1571 AWG30 BLUE P300,Wire,HITACHI,meter
217016800,UL 1571 AWG30 RED P300,Wire,HITACHI,meter
217016800,UL 1571 AWG30 BROWN P300,Wire,HITACHI,meter
217016800,UL 1571 AWG30 ORANGE P300,Wire,HITACHI,meter
217016800,UL 1571 AWG30 YELLOW P300,Wire,HITACHI,meter
217016800,GHR-05V-S,Housing,JST,pcs
217016800,51021-0500,Housing,MOLEX,pcs
217016800,SSHL-002T-P0.2,Terminal,JST,pcs
217016900,PAP-06V-S,Housing,JST,pcs
217016900,SPHD-001T-P0.5,Terminal,JST,pcs
217016900,C-UL 1007 AWG24 WHITE P300,Wire,HITACHI,meter
217016900,C-UL 1007 AWG24 BLACK P300,Wire,HITACHI,meter
217016900,SPH-002T-P0.5S,Terminal,JST,pcs
217016900,PHR-6 WHITE,Housing,JST,pcs
217017100,JP62 115±5°C,Thermostat,UCHIYA,pcs
217017100,VHR-3M WHITE,Housing,JST,pcs
217017100,SVH-21T-P1.1,Terminal,JST,pcs
217017100,SUMITUBE F3(Z) Ø1.5mm BLACK,Tube,SUMITOMO,meter
217017100,SUMITUBE F3(Z) Ø4mm BLACK,Tube,SUMITOMO,meter
217017100,SUMITUBE F3(Z) Ø3mm BLACK,Tube,SUMITOMO,meter
217017100,UL 10097 AWG20 BLACK P300,Wire,SUMITOMO,meter
217017100,UL 10097 AWG20 WHITE P300,Wire,SUMITOMO,meter
217017100,LLS227N-B18,Solder Bar,SOLDER COAT,kg
217062000,ZHR-5,Terminal,JST,pcs
217062000,SHLP-05V-S-B,Terminal,JST,pcs
217062000,SSHL-003T-P0.2,Terminal,JST,pcs
217062000,C-UL 1061 AWG28 GREEN P300,Wire,SUMITOMO,meter
217062000,SZH-003T-P0.5,Terminal,JST,pcs
217062000,C-UL 1061 AWG28 YELLOW P300,Wire,HITACHI,meter
217062000,T4A RH 11x25x5,Ferrite Core,FERRICO,pcs
217062000,C-UL 1061 AWG28 BLACK P300,Wire,HITACHI,meter
217062000,C-UL 1061 AWG28 WHITE P300,Wire,HITACHI,meter
217062000,C-UL 1061 AWG28 RED P300,Wire,HITACHI,meter
217062500,51021-0300,Housing,MOLEX,pcs
217062500,50079-8000,Terminal,MOLEX,pcs
217062500,UL 1571 AWG26 BLUE P300,Wire,HITACHI,meter
217062500,UL 1571 AWG26 RED P300,Wire,HITACHI,meter
217062500,UL 1571 AWG26 YELLOW P300,Wire,HITACHI,meter
217069800,JP62 115±5°C,Thermostat,UCHIYA,pcs
217069800,SVH-21T-P1.1,Terminal,JST,pcs
217069800,SUMITUBE F3(Z) Ø1.5mm BLACK,Tube,SUMITOMO,meter
217069800,SUMITUBE F3(Z) Ø4mm BLACK,Tube,SUMITOMO,meter
217069800,SUMITUBE F3(Z) Ø3mm BLACK,Tube,SUMITOMO,meter
217069800,UL 10097 AWG20 BLACK P300,Wire,SUMITOMO,meter
217069800,UL 10097 AWG20 WHITE P300,Wire,SUMITOMO,meter
217069800,VHR-3M BLACK,Housing,JST,pcs
217069800,LLS227N-B18,Solder Bar,SOLDER COAT,kg
217173800,SZH-002T-P0.5,Terminal,JST,pcs
217173800,ZHR-7,Housing,JST,pcs
217173800,SUMITUBE F(Z) Ø2.5 BLACK,Tube,SUMITOMO,meter
217173800,SUMITUBE F(Z) Ø6 BLACK,Tube,SUMITOMO,meter
217173800,C-UL 1061 AWG28 YELLOW P300,Wire,HITACHI,meter
217173800,UL 2725 AWG28 4C+AB,Cable,LINOYA,meter
217173800,LLS227N-B18,Solder Bar,SOLDER COAT,kg
217174000,SUMITUBE F3(Z) Ø1.5mm BLACK,Tube,SUMITOMO,meter
217174100,SUMITUBE F3(Z) Ø1.5mm BLACK,Tube,SUMITOMO,meter
217174200,AH-3 AWG10 BLACK,Tube,IWASE,meter
217208500,SSH-003T-P0.2-H,Terminal,JST,pcs
217208500,C-UL 1061 AWG28 BLACK P300,Wire,HITACHI,meter
217208500,C-UL 1061 AWG28 RED P300,Wire,HITACHI,meter
217208500,SHR-02V-S-B,Housing,JST,pcs
217208500,SSH-003T-P0.2-H (1001T0P-B1),Terminal,CKM,pcs
217208500,SHR-02V-S-B (1001H-2P-HF),Housing,CKM,pcs
217234001,SSH-003T-P0.2-H,Terminal,JST,pcs
217234001,51021-0600,Housing,MOLEX,pcs
217234001,50079-8000,Terminal,MOLEX,pcs
217234001,UL 1571 AWG28 YELLOW P300,Wire,SUMITOMO,meter
217234001,UL 1571 AWG28 RED P300,Wire,SUMITOMO,meter
217234001,UL 1571 AWG28 BLUE P300,Wire,SUMITOMO,meter
217234001,UL 1571 AWG28 ORANGE P300,Wire,SUMITOMO,meter
217234001,UL 1571 AWG28 BROWN P300,Wire,HITACHI,meter
217234001,AH-3 AWG10 BLACK,Tube,IWASE,meter
217234001,GL5B T 10*5*5,Ferrite Core,BIPOLAR,pcs
217234001,SHR-03V-S,Housing,JST,pcs
217234001,UL 1571 AWG28 PINK P300,Wire,HITACHI,meter
217325701,XAP-05V-1,Housing,JST,pcs
217325701,SVH-21T-P1.1,Terminal,JST,pcs
217325701,SXA-001T-P0.6,Terminal,JST,pcs
217325701,VHR-4N,Housing,JST,pcs
217325701,FL6ERH16*15*9,Ferrite Core,ZHONGSHAN,pcs
217325701,UL 10097 AWG22 BLACK P300,Wire,SUMITOMO,meter
217325701,UL 10097 AWG22 WHITE P300,Wire,SUMITOMO,meter
217325701,UL 10097 AWG22 RED P300,Wire,SUMITOMO,meter
217409800,SPHD-001T-P0.5,Terminal,JST,pcs
217409800,C-UL 1007 AWG24 WHITE P300,Wire,HITACHI,meter
217409800,C-UL 1007 AWG24 BLACK P300,Wire,HITACHI,meter
217409800,C-UL 1007 AWG24 BROWN P300,Wire,HITACHI,meter
217409800,C-UL 1007 AWG24 ORANGE P300,Wire,HITACHI,meter
217409800,C-UL 1007 AWG24 RED P300,Wire,HITACHI,meter
217409800,C-UL 1007 AWG24 VIOLET P300,Wire,HITACHI,meter
217409800,C-UL 1007 AWG24 YELLOW P300,Wire,HITACHI,meter
217409800,SPH-002T-P0.5S,Terminal,JST,pcs
217409800,C-UL 1007 AWG24 GREEN P300,Wire,HITACHI,meter
217409800,C-UL 1007 AWG24 BLUE P300,Wire,HITACHI,meter
217409800,C-UL 1007 AWG24 GRAY P300,Wire,HITACHI,meter
217409800,PAP-10V-S,Housing,JST,pcs
217409800,PHR-10 WHITE,Housing,JST,pcs
217409800,NH-3 NO. 1 BLACK,Tube,NISSEI,meter
217409800,T18R,Binder,TYTON,pcs
217774500,UL 1007 AWG18 GREEN/YELLOW-LTK,Wire,SHINDIN,meter
217774500,UL 10097 AWG22 BLACK P300,Wire,SUMITOMO,meter
217774500,UL 10097 AWG22 WHITE P300,Wire,SUMITOMO,meter
217774500,SUMITUBE F(Z) Ø3.5 BLACK,Tube,SUMITOMO,meter
217774500,SRT-51T-4FE,Terminal,JST,pcs
217774500,TU-301-SP-SE015-JJ1,AC Inlet,TECX-UNIONS,pcs
217774500,3962T0P-BI,Terminal,CKM,pcs
217774500,3962H-3P-HF,Housing,CKM,pcs
217774500,LLS227N-B18,Solder Wire,ISHIKAWA,grams
218590300,PHR-10 WHITE,Housing,JST,pcs
218590300,UL 3443 AWG24 WHITE P300,Wire,SUMITOMO,meter
218590300,UL 3443 AWG24 BLACK P300,Wire,SUMITOMO,meter
218590300,SPH-002T-P0.5S,Terminal,JST,pcs
